City of Garland,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P2,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P1,,,,Standard Port,bold = Same patch (loopback),,,,,,,,,,,,,,,,,,
,,,,,,Special Port,,,,,,,,,,,,,,,,,,,
,,,,,,EMPTY,,,,,,,,,,,,,,,,,,,
,,,,,,Unplugged Cable,,,,,,,,,,,,,,,,,,,
,,,,,,RE-TEST,,,,,,,,,,,,,,,,,,,
,,Source,,,,Destination,,,,,,,,,,,,,,,,,,,
Type (L1/L2),Physical Location,Device Hostname (Logical),Panel (Physical),Port,,Device Hostname (Logical),Panel (Physical),Port,Notes #1,Notes #2,Labeled?,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCSI B 1-4,RS P3,D7,,CH B 1-2,RS P1,11,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D8,,,RS P1,12,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D9,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D10,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT Core 1-2-14,RS P3,D11,,GPD 1-7-01,RS P1,65,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT Core 2-2-14,RS P3,D12,,GPD 2-7-01,RS P1,66,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT ISCSI 2-1,RS P3,E1,,RW,RS P1,55,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E2,,,RS P1,56,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E3,,,RS P1,59,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT ISCSI 2-2,RS P3,E4,,RW,RS P1,60,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E5,,,RS P1,61,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT Core 2-6-14,RS P3,E6,,RW 2-0-3,RS P1,62,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E7,,,RS P1,64,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E8,,,RS P1,63,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E9,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E10,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,E11,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT 1-2-2,RS P3,E12,,RW 2-0-3,RS P1,33,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT C1 1-5-4,RS P3,F1,,CH C1-1-3-4,RS P1,29,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT C1 1-5-4,RS P3,F2,,CH C1-1-3-4,RS P1,30,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F3,,,RS P1,37,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F4,,,RS P1,38,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F5,,,RS P1,Unplugged,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F6,,,RS P1,9,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT ISCSI 2-3,RS P3,F7,,CH 2-3,RS P1,31,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT ISCSI 1-4,RS P3,F8,,CH 1-1,RS P1,32,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT C1 2-5-5,RS P3,F9,,CH C1 1-4-5,RS P1,74,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT C1 2-5-5,RS P3,F10,,CH C1 1-4-5,RS P1,73,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F11,,,EMPTY,-,,,,,,,,,,,,,,,,,
